"Booking_id";"Rent_date";"Rent";"Services"
"1";"2020-10-01";"400";"129"
"1";"2020-11-01";"400";"129"
"1";"2020-12-01";"400";"129"
"2";"2020-11-01";"340";"0"
"2";"2020-12-01";"340";"0"
"2";"2021-01-01";"340";"0"
"3";"2021-02-01";"356";"110"
"3";"2021-03-01";"356";"110"
"3";"2021-04-01";"356";"110"
"3";"2021-05-01";"356";"110"
"3";"2021-06-01";"356";"110"
"3";"2021-07-01";"356";"110"
"5";"2021-02-01";"356";"110"
"5";"2021-03-01";"356";"110"
"5";"2021-04-01";"356";"110"
"5";"2021-05-01";"356";"110"
"6";"2021-02-01";"345";"60"
"6";"2021-03-01";"345";"60"
"6";"2021-04-01";"345";"60"
"7";"2021-02-01";"700";"60"
"7";"2021-03-01";"700";"60"
"7";"2021-04-01";"700";"60"
"7";"2021-05-01";"700";"60"
"7";"2021-06-01";"700";"60"
"8";"2021-02-01";"565";"60"
"8";"2021-03-01";"565";"60"
"8";"2021-04-01";"565";"60"
"8";"2021-05-01";"565";"60"
"8";"2021-06-01";"565";"60"
"9";"2021-02-01";"650";"110"
"9";"2021-03-01";"650";"110"
"9";"2021-04-01";"650";"110"
"9";"2021-05-01";"650";"110"
"9";"2021-06-01";"650";"110"
"9";"2021-07-01";"650";"110"
"10";"2021-02-01";"700";"60"
"10";"2021-03-01";"700";"60"
"10";"2021-04-01";"700";"60"
"10";"2021-05-01";"700";"60"
"10";"2021-06-01";"700";"60"
"10";"2021-07-01";"700";"60"
"11";"2021-02-01";"665";"110"
"11";"2021-03-01";"665";"110"
"11";"2021-04-01";"665";"110"
"11";"2021-05-01";"665";"110"
"11";"2021-06-01";"665";"110"
"12";"2021-02-01";"655";"60"
"12";"2021-03-01";"655";"60"
"12";"2021-04-01";"655";"60"
"13";"2021-02-01";"700";"110"
"13";"2021-03-01";"700";"110"
"13";"2021-04-01";"700";"110"
"13";"2021-05-01";"700";"110"
"13";"2021-06-01";"700";"110"
"14";"2021-02-01";"700";"110"
"14";"2021-03-01";"700";"110"
"14";"2021-04-01";"700";"110"
"14";"2021-05-01";"700";"110"
"14";"2021-06-01";"700";"110"
"15";"2021-02-01";"750";"60"
"15";"2021-03-01";"750";"60"
"15";"2021-04-01";"750";"60"
"15";"2021-05-01";"750";"60"
"15";"2021-06-01";"750";"60"
"16";"2021-02-01";"750";"60"
"16";"2021-03-01";"605";"60"
"16";"2021-04-01";"605";"60"
"16";"2021-05-01";"605";"60"
"16";"2021-06-01";"605";"60"
"17";"2021-02-01";"380";"110"
"17";"2021-03-01";"380";"110"
"17";"2021-04-01";"380";"110"
"17";"2021-05-01";"380";"110"
"17";"2021-06-01";"380";"110"
"18";"2021-02-01";"380";"110"
"18";"2021-03-01";"380";"110"
"18";"2021-04-01";"380";"110"
"18";"2021-05-01";"380";"110"
"18";"2021-06-01";"380";"110"
"19";"2021-02-01";"476";"110"
"19";"2021-03-01";"476";"110"
"20";"2021-02-01";"545";"60"
"20";"2021-03-01";"545";"60"
"20";"2021-04-01";"545";"60"
"20";"2021-05-01";"545";"60"
"20";"2021-06-01";"545";"60"
"21";"2021-02-01";"390";"110"
"21";"2021-03-01";"390";"110"
"21";"2021-04-01";"390";"110"
"21";"2021-05-01";"390";"110"
"21";"2021-06-01";"390";"110"
"22";"2021-02-01";"595";"60"
"22";"2021-03-01";"595";"60"
"22";"2021-04-01";"595";"60"
"22";"2021-05-01";"595";"60"
"22";"2021-06-01";"595";"60"
"22";"2021-07-01";"595";"60"
"22";"2021-08-01";"595";"60"
"22";"2021-09-01";"595";"60"
"23";"2021-02-01";"600";"115"
"23";"2021-03-01";"600";"115"
"23";"2021-04-01";"600";"115"
"23";"2021-05-01";"600";"115"
"23";"2021-06-01";"600";"115"
"24";"2021-02-01";"600";"115"
"24";"2021-03-01";"600";"115"
"24";"2021-04-01";"600";"115"
"24";"2021-05-01";"600";"115"
"24";"2021-06-01";"600";"115"
"24";"2021-07-01";"600";"115"
"25";"2021-02-01";"452";"60"
"25";"2021-03-01";"452";"60"
"25";"2021-04-01";"452";"60"
"25";"2021-05-01";"452";"60"
"25";"2021-06-01";"452";"60"
"26";"2021-02-01";"600";"115"
"26";"2021-03-01";"600";"115"
"26";"2021-04-01";"600";"115"
"26";"2021-05-01";"600";"115"
"26";"2021-06-01";"600";"115"
"27";"2021-02-01";"600";"115"
"27";"2021-03-01";"600";"115"
"27";"2021-04-01";"600";"115"
"27";"2021-05-01";"600";"115"
"27";"2021-06-01";"600";"115"
"28";"2021-02-01";"588";"115"
"28";"2021-03-01";"588";"115"
"28";"2021-04-01";"588";"115"
"28";"2021-05-01";"588";"115"
"28";"2021-06-01";"588";"115"
"29";"2021-02-01";"484";"115"
"29";"2021-03-01";"484";"115"
"29";"2021-04-01";"484";"115"
"29";"2021-05-01";"484";"115"
"29";"2021-06-01";"484";"115"
"30";"2021-02-01";"396";"60"
"30";"2021-03-01";"396";"60"
"30";"2021-04-01";"396";"60"
"30";"2021-05-01";"396";"60"
"30";"2021-06-01";"396";"60"
"31";"2021-02-01";"556";"110"
"31";"2021-03-01";"556";"110"
"31";"2021-04-01";"556";"110"
"31";"2021-05-01";"556";"110"
"32";"2021-02-01";"516";"110"
"32";"2021-03-01";"516";"110"
"32";"2021-04-01";"516";"110"
"32";"2021-05-01";"516";"110"
"32";"2021-06-01";"516";"110"
"32";"2021-07-01";"516";"110"
"33";"2021-02-01";"482";"110"
"33";"2021-03-01";"482";"110"
"33";"2021-04-01";"482";"110"
"33";"2021-05-01";"482";"110"
"33";"2021-06-01";"482";"110"
"33";"2021-07-01";"482";"110"
"34";"2021-02-01";"396";"60"
"34";"2021-03-01";"396";"60"
"34";"2021-04-01";"396";"60"
"34";"2021-05-01";"396";"60"
"35";"2021-02-01";"400";"60"
"35";"2021-03-01";"400";"60"
"35";"2021-04-01";"400";"60"
"35";"2021-05-01";"400";"60"
"35";"2021-06-01";"400";"60"
"36";"2021-02-01";"320";"60"
"36";"2021-03-01";"320";"60"
"36";"2021-04-01";"320";"60"
"36";"2021-05-01";"320";"60"
"36";"2021-06-01";"320";"60"
"37";"2021-02-01";"560";"110"
"37";"2021-03-01";"560";"110"
"37";"2021-04-01";"560";"110"
"37";"2021-05-01";"560";"110"
"37";"2021-06-01";"560";"110"
"38";"2021-02-01";"610";"60"
"38";"2021-03-01";"610";"60"
"38";"2021-04-01";"610";"60"
"38";"2021-05-01";"610";"60"
"38";"2021-06-01";"610";"60"
"39";"2021-02-01";"560";"110"
"39";"2021-03-01";"560";"110"
"39";"2021-04-01";"560";"110"
"39";"2021-05-01";"560";"110"
"39";"2021-06-01";"560";"110"
"40";"2021-02-01";"485";"110"
"40";"2021-03-01";"485";"110"
"40";"2021-04-01";"485";"110"
"40";"2021-05-01";"485";"110"
"40";"2021-06-01";"485";"110"
"41";"2021-02-01";"100";"60"
"41";"2021-03-01";"100";"60"
"41";"2021-04-01";"100";"60"
"41";"2021-05-01";"100";"60"
"41";"2021-06-01";"100";"60"
"42";"2021-02-01";"448";"110"
"42";"2021-03-01";"448";"110"
"42";"2021-04-01";"448";"110"
"42";"2021-05-01";"448";"110"
"42";"2021-06-01";"448";"110"
"42";"2021-07-01";"448";"110"
"43";"2021-02-01";"405";"60"
"43";"2021-03-01";"405";"60"
"44";"2021-02-01";"520";"60"
"44";"2021-03-01";"520";"60"
"45";"2021-02-01";"416";"60"
"45";"2021-03-01";"416";"60"
"46";"2021-02-01";"512";"60"
"46";"2021-03-01";"512";"60"
"46";"2021-04-01";"512";"60"
"46";"2021-05-01";"512";"60"
"46";"2021-06-01";"512";"60"
"47";"2021-02-01";"340";"60"
"47";"2021-03-01";"340";"60"
"47";"2021-04-01";"340";"60"
"47";"2021-05-01";"340";"60"
"47";"2021-06-01";"340";"60"
"47";"2021-07-01";"340";"60"
"47";"2021-08-01";"212.5";"60"
"48";"2021-02-01";"340";"60"
"48";"2021-03-01";"340";"60"
"48";"2021-04-01";"340";"60"
"48";"2021-05-01";"340";"60"
"48";"2021-06-01";"340";"60"
"48";"2021-07-01";"340";"60"
"49";"2021-02-01";"360";"60"
"49";"2021-03-01";"360";"60"
"49";"2021-04-01";"360";"60"
"49";"2021-05-01";"360";"60"
"49";"2021-06-01";"360";"60"
"50";"2021-02-01";"340";"60"
"50";"2021-03-01";"340";"60"
"50";"2021-04-01";"340";"60"
"50";"2021-05-01";"340";"60"
"50";"2021-06-01";"340";"60"
"51";"2021-02-01";"450";"60"
"51";"2021-03-01";"450";"60"
"51";"2021-04-01";"450";"60"
"51";"2021-05-01";"450";"60"
"51";"2021-06-01";"450";"60"
"52";"2021-02-01";"340";"60"
"52";"2021-03-01";"340";"60"
"52";"2021-04-01";"340";"60"
"52";"2021-05-01";"340";"60"
"53";"2021-02-01";"340";"60"
"53";"2021-03-01";"340";"60"
"54";"2021-02-01";"340";"60"
"54";"2021-03-01";"340";"60"
"55";"2021-02-01";"328";"60"
"55";"2021-03-01";"328";"60"
"55";"2021-04-01";"328";"60"
"55";"2021-05-01";"328";"60"
"56";"2021-02-01";"340";"60"
"56";"2021-03-01";"340";"60"
"56";"2021-04-01";"340";"60"
"56";"2021-05-01";"340";"60"
"56";"2021-06-01";"340";"60"
"57";"2021-02-01";"425";"60"
"57";"2021-03-01";"425";"60"
"57";"2021-04-01";"425";"60"
"57";"2021-05-01";"425";"60"
"57";"2021-06-01";"425";"60"
"58";"2021-02-01";"640";"60"
"58";"2021-03-01";"640";"60"
"58";"2021-04-01";"640";"60"
"58";"2021-05-01";"640";"60"
"59";"2021-02-01";"328";"60"
"59";"2021-03-01";"328";"60"
"59";"2021-04-01";"328";"60"
"59";"2021-05-01";"328";"60"
"59";"2021-06-01";"328";"60"
"60";"2021-02-01";"328";"60"
"60";"2021-03-01";"328";"60"
"60";"2021-04-01";"328";"60"
"60";"2021-05-01";"328";"60"
"60";"2021-06-01";"328";"60"
"61";"2021-02-01";"476";"110"
"61";"2021-03-01";"476";"110"
"61";"2021-04-01";"476";"110"
"61";"2021-05-01";"476";"110"
"61";"2021-06-01";"476";"110"
"61";"2021-07-01";"476";"110"
"62";"2021-02-01";"425";"60"
"62";"2021-03-01";"425";"60"
"62";"2021-04-01";"425";"60"
"62";"2021-05-01";"425";"60"
"62";"2021-06-01";"425";"60"
"62";"2021-07-01";"425";"60"
"63";"2021-02-01";"340";"60"
"63";"2021-03-01";"340";"60"
"63";"2021-04-01";"340";"60"
"64";"2021-02-01";"340";"60"
"64";"2021-03-01";"340";"60"
"64";"2021-04-01";"340";"60"
"64";"2021-05-01";"340";"60"
"64";"2021-06-01";"340";"60"
"64";"2021-07-01";"340";"60"
"65";"2021-02-01";"340";"60"
"65";"2021-03-01";"340";"60"
"65";"2021-04-01";"340";"60"
"65";"2021-05-01";"340";"60"
"65";"2021-06-01";"340";"60"
"65";"2021-07-01";"340";"60"
"66";"2021-02-01";"476";"110"
"66";"2021-03-01";"476";"110"
"66";"2021-04-01";"476";"110"
"66";"2021-05-01";"476";"110"
"66";"2021-06-01";"476";"110"
"67";"2021-02-01";"396";"60"
"67";"2021-03-01";"396";"60"
"67";"2021-04-01";"396";"60"
"67";"2021-05-01";"396";"60"
"67";"2021-06-01";"396";"60"
"67";"2021-07-01";"396";"60"
"67";"2021-08-01";"396";"60"
"67";"2021-09-01";"396";"60"
"67";"2021-10-01";"396";"60"
"67";"2021-11-01";"396";"60"
"67";"2021-12-01";"396";"60"
"68";"2021-02-01";"356";"60"
"68";"2021-03-01";"356";"60"
"68";"2021-04-01";"356";"60"
"68";"2021-05-01";"356";"60"
"68";"2021-06-01";"356";"60"
"68";"2021-07-01";"356";"60"
"69";"2021-02-01";"344";"60"
"69";"2021-03-01";"344";"60"
"69";"2021-04-01";"344";"60"
"69";"2021-05-01";"344";"60"
"71";"2020-11-01";"212.5";"60"
"71";"2020-12-01";"425";"60"
"71";"2021-01-01";"425";"60"
"72";"2021-02-01";"560";"60"
"72";"2021-03-01";"560";"60"
"72";"2021-04-01";"560";"60"
"72";"2021-05-01";"560";"60"
"72";"2021-06-01";"560";"60"
"73";"2021-02-01";"420";"0"
"73";"2021-03-01";"420";"0"
"73";"2021-04-01";"420";"0"
"73";"2021-05-01";"420";"0"
"73";"2021-06-01";"420";"0"
"74";"2021-02-01";"600";"0"
"74";"2021-03-01";"600";"0"
"74";"2021-04-01";"600";"0"
"74";"2021-05-01";"600";"0"
"74";"2021-06-01";"600";"0"
"75";"2021-02-01";"628";"60"
"75";"2021-03-01";"628";"60"
"75";"2021-04-01";"628";"60"
"75";"2021-05-01";"628";"60"
"75";"2021-06-01";"628";"60"
"76";"2021-02-01";"348";"60"
"76";"2021-03-01";"348";"60"
"76";"2021-04-01";"348";"60"
"76";"2021-05-01";"348";"60"
"77";"2021-02-01";"348";"60"
"77";"2021-03-01";"348";"60"
"77";"2021-04-01";"348";"60"
"77";"2021-05-01";"348";"60"
"77";"2021-06-01";"348";"60"
"78";"2021-02-01";"348";"60"
"78";"2021-03-01";"348";"60"
"78";"2021-04-01";"348";"60"
"78";"2021-05-01";"348";"60"
"78";"2021-06-01";"348";"60"
"79";"2021-02-01";"450";"0"
"79";"2021-03-01";"450";"0"
"79";"2021-04-01";"450";"0"
"79";"2021-05-01";"450";"0"
"79";"2021-06-01";"450";"0"
"79";"2021-07-01";"450";"0"
"79";"2021-08-01";"450";"0"
"79";"2021-09-01";"450";"0"
"79";"2021-10-01";"450";"0"
"79";"2021-11-01";"450";"0"
"79";"2021-12-01";"450";"0"
"80";"2021-02-01";"420";"0"
"80";"2021-03-01";"420";"0"
"80";"2021-04-01";"420";"0"
"80";"2021-05-01";"420";"0"
"80";"2021-06-01";"420";"0"
"81";"2021-02-01";"628";"0"
"81";"2021-03-01";"628";"0"
"81";"2021-04-01";"628";"0"
"82";"2021-02-01";"485";"60"
"82";"2021-03-01";"485";"60"
"82";"2021-04-01";"485";"60"
"82";"2021-05-01";"485";"60"
"82";"2021-06-01";"485";"60"
"83";"2021-02-01";"420";"0"
"83";"2021-03-01";"420";"0"
"83";"2021-04-01";"420";"0"
"83";"2021-05-01";"420";"0"
"83";"2021-06-01";"420";"0"
"84";"2021-02-01";"393";"0"
"84";"2021-03-01";"393";"0"
"84";"2021-04-01";"393";"0"
"84";"2021-05-01";"393";"0"
"84";"2021-06-01";"393";"0"
"85";"2021-02-01";"485";"60"
"85";"2021-03-01";"485";"60"
"85";"2021-04-01";"485";"60"
"85";"2021-05-01";"485";"60"
"85";"2021-06-01";"485";"60"
"85";"2021-07-01";"485";"60"
"86";"2021-02-01";"420";"0"
"86";"2021-03-01";"420";"0"
"86";"2021-04-01";"420";"0"
"86";"2021-05-01";"420";"0"
"86";"2021-06-01";"420";"0"
"87";"2021-02-01";"465";"0"
"87";"2021-03-01";"465";"0"
"87";"2021-04-01";"465";"0"
"88";"2021-02-01";"474";"0"
"88";"2021-03-01";"474";"0"
"88";"2021-04-01";"474";"0"
"88";"2021-05-01";"474";"0"
"88";"2021-06-01";"474";"0"
"88";"2021-07-01";"474";"0"
"89";"2021-02-01";"348";"60"
"89";"2021-03-01";"348";"60"
"90";"2021-02-01";"348";"60"
"90";"2021-03-01";"348";"60"
"91";"2021-02-01";"471";"0"
"91";"2021-03-01";"471";"0"
"91";"2021-04-01";"471";"0"
"92";"2021-02-01";"420";"0"
"92";"2021-03-01";"420";"0"
"92";"2021-04-01";"420";"0"
"92";"2021-05-01";"420";"0"
"92";"2021-06-01";"420";"0"
"92";"2021-07-01";"420";"0"
"92";"2021-08-01";"420";"0"
"92";"2021-09-01";"420";"0"
"92";"2021-10-01";"420";"0"
"92";"2021-11-01";"420";"0"
"92";"2021-12-01";"420";"0"
"93";"2021-05-01";"279";"60"
"93";"2021-06-01";"279";"60"
"94";"2021-05-01";"558";"60"
"94";"2021-06-01";"558";"60"
"95";"2021-05-01";"212.5";"60"
"95";"2021-06-01";"476";"60"
"95";"2021-07-01";"476";"60"
"95";"2021-08-01";"476";"60"
"96";"2021-05-01";"297.5";"110"
"96";"2021-06-01";"476";"110"
"96";"2021-07-01";"476";"110"
"96";"2021-08-01";"476";"110"
"96";"2021-09-01";"476";"110"
"96";"2021-10-01";"476";"110"
"97";"2021-05-01";"297.5";"110"
"97";"2021-06-01";"378";"110"
"97";"2021-07-01";"378";"110"
"97";"2021-08-01";"5.95";"110"
"98";"2021-05-01";"189";"60"
"98";"2021-06-01";"378";"60"
"98";"2021-07-01";"378";"60"
"98";"2021-08-01";"189";"60"
"99";"2021-05-01";"176.7";"60"
"99";"2021-06-01";"279";"60"
"100";"2021-05-01";"5.95";"110"
"100";"2021-06-01";"476";"110"
"100";"2021-07-01";"476";"110"
"100";"2021-08-01";"476";"110"
"100";"2021-09-01";"476";"110"
"100";"2021-10-01";"476";"110"
"100";"2021-11-01";"111.06";"110"
"101";"2021-09-01";"640";"60"
"101";"2021-10-01";"640";"60"
"101";"2021-11-01";"640";"60"
"101";"2021-12-01";"640";"60"
"101";"2022-01-01";"640";"60"
"101";"2022-02-01";"640";"60"
"101";"2022-03-01";"640";"60"
"101";"2022-04-01";"640";"60"
"101";"2022-05-01";"640";"60"
"101";"2022-06-01";"640";"60"
"101";"2022-07-01";"640";"60"
"101";"2022-08-01";"256";"60"
"102";"2021-09-01";"476";"110"
"102";"2021-10-01";"476";"110"
"102";"2021-11-01";"476";"110"
"102";"2021-12-01";"476";"110"
"102";"2022-01-01";"476";"110"
"102";"2022-02-01";"476";"110"
"103";"2021-09-01";"340";"60"
"103";"2021-10-01";"340";"60"
"103";"2021-11-01";"340";"60"
"103";"2021-12-01";"340";"60"
"103";"2022-01-01";"340";"60"
"103";"2022-02-01";"340";"60"
"103";"2022-03-01";"340";"60"
"103";"2022-04-01";"340";"60"
"103";"2022-05-01";"340";"60"
"103";"2022-06-01";"340";"60"
"104";"2021-09-01";"340";"60"
"104";"2021-10-01";"340";"60"
"104";"2021-11-01";"340";"60"
"104";"2021-12-01";"340";"60"
"104";"2022-01-01";"340";"60"
"104";"2022-02-01";"340";"60"
"104";"2022-03-01";"340";"60"
"104";"2022-04-01";"340";"60"
"104";"2022-05-01";"340";"60"
"104";"2022-06-01";"340";"60"
"105";"2021-10-01";"340";"60"
"105";"2021-11-01";"340";"60"
"105";"2021-12-01";"340";"60"
"105";"2022-01-01";"340";"60"
"105";"2022-02-01";"340";"60"
"105";"2022-03-01";"340";"60"
"105";"2022-04-01";"340";"60"
"105";"2022-05-01";"340";"60"
"105";"2022-06-01";"340";"60"
"106";"2021-05-01";"610";"60"
"106";"2021-06-01";"610";"60"
"106";"2021-07-01";"610";"60"
"107";"2021-05-01";"655";"60"
"107";"2021-06-01";"655";"60"
"107";"2021-07-01";"11.8";"60"
"108";"2021-05-01";"775";"60"
"108";"2021-06-01";"775";"60"
"109";"2021-05-01";"476";"110"
"109";"2021-06-01";"476";"110"
"110";"2021-05-01";"396";"60"
"110";"2021-06-01";"171.6";"60"
"111";"2021-05-01";"532";"110"
"111";"2021-06-01";"53.2";"110"
"112";"2021-05-01";"396";"60"
"112";"2021-06-01";"224.4";"60"
"113";"2021-05-01";"490";"60"
"113";"2021-06-01";"196";"60"
"114";"2021-09-01";"396";"60"
"114";"2021-10-01";"396";"60"
"114";"2021-11-01";"396";"60"
"114";"2021-12-01";"396";"60"
"114";"2022-01-01";"396";"60"
"114";"2022-02-01";"396";"60"
"114";"2022-03-01";"264";"60"
"115";"2021-09-01";"785";"110"
"115";"2021-10-01";"785";"110"
"115";"2021-11-01";"785";"110"
"115";"2021-12-01";"785";"110"
"116";"2021-07-01";"476";"110"
"116";"2021-08-01";"5.95";"110"
"117";"2021-06-01";"476";"60"
"117";"2021-07-01";"476";"60"
"118";"2021-05-01";"405";"60"
"118";"2021-06-01";"405";"60"
"118";"2021-07-01";"405";"60"
"118";"2021-08-01";"405";"60"
"119";"2021-05-01";"356";"110"
"119";"2021-06-01";"356";"110"
"120";"2021-05-01";"356";"110"
"120";"2021-06-01";"356";"110"
"121";"2021-05-01";"340";"60"
"121";"2021-06-01";"249.4";"60"
"122";"2021-05-01";"333";"60"
"122";"2021-06-01";"333";"60"
"122";"2021-07-01";"333";"60"
"123";"2021-05-01";"333";"60"
"123";"2021-06-01";"333";"60"
"123";"2021-07-01";"33.3";"60"
"124";"2021-05-01";"393";"0"
"124";"2021-06-01";"393";"0"
"125";"2021-05-01";"560";"0"
"125";"2021-06-01";"560";"0"
"126";"2021-05-01";"560";"130"
"126";"2021-06-01";"224";"130"
"127";"2021-09-01";"490";"0"
"127";"2021-10-01";"490";"0"
"127";"2021-11-01";"490";"0"
"127";"2021-12-01";"490";"0"
"127";"2022-01-01";"490";"0"
"127";"2022-02-01";"490";"0"
"127";"2022-03-01";"490";"0"
"127";"2022-04-01";"490";"0"
"127";"2022-05-01";"490";"0"
"127";"2022-06-01";"490";"0"
"128";"2021-09-01";"490";"0"
"128";"2021-10-01";"490";"0"
"128";"2021-11-01";"490";"0"
"128";"2021-12-01";"490";"0"
"128";"2022-01-01";"490";"0"
"128";"2022-02-01";"490";"0"
"128";"2022-03-01";"490";"0"
"128";"2022-04-01";"490";"0"
"128";"2022-05-01";"490";"0"
"128";"2022-06-01";"490";"0"
"129";"2021-09-01";"210";"0"
"129";"2021-10-01";"420";"0"
"129";"2021-11-01";"420";"0"
"129";"2021-12-01";"420";"0"
"129";"2022-01-01";"420";"0"
"129";"2022-02-01";"420";"0"
"129";"2022-03-01";"420";"0"
"129";"2022-04-01";"420";"0"
"129";"2022-05-01";"420";"0"
"129";"2022-06-01";"420";"0"
"130";"2021-09-01";"420";"0"
"130";"2021-10-01";"420";"0"
"130";"2021-11-01";"420";"0"
"130";"2021-12-01";"420";"0"
"130";"2022-01-01";"420";"0"
"130";"2022-02-01";"420";"0"
"130";"2022-03-01";"420";"0"
"130";"2022-04-01";"420";"0"
"130";"2022-05-01";"420";"0"
"130";"2022-06-01";"420";"0"
"131";"2021-09-01";"450";"0"
"131";"2021-10-01";"450";"0"
"131";"2021-11-01";"450";"0"
"131";"2021-12-01";"450";"0"
"131";"2022-01-01";"450";"0"
"131";"2022-02-01";"450";"0"
"131";"2022-03-01";"450";"0"
"131";"2022-04-01";"450";"0"
"131";"2022-05-01";"450";"0"
"131";"2022-06-01";"450";"0"
"132";"2021-09-01";"406";"60"
"132";"2021-10-01";"406";"60"
"132";"2021-11-01";"406";"60"
"132";"2021-12-01";"406";"60"
"132";"2022-01-01";"406";"60"
"132";"2022-02-01";"406";"60"
"132";"2022-03-01";"406";"60"
"132";"2022-04-01";"406";"60"
"132";"2022-05-01";"406";"60"
"132";"2022-06-01";"406";"60"
"133";"2021-05-01";"630";"115"
"133";"2021-06-01";"630";"115"
"133";"2021-07-01";"231";"115"
"134";"2021-05-01";"434";"60"
"134";"2021-06-01";"434";"60"
"134";"2021-07-01";"434";"60"
"134";"2021-08-01";"5.605";"60"
"135";"2021-05-01";"518";"110"
"135";"2021-06-01";"518";"110"
"135";"2021-07-01";"207.2";"110"
"136";"2021-05-01";"378";"115"
"136";"2021-06-01";"630";"115"
"137";"2021-07-01";"168";"115"
"137";"2021-08-01";"630";"115"
"137";"2021-09-01";"630";"115"
"137";"2021-10-01";"630";"115"
"137";"2021-11-01";"630";"115"
"137";"2021-12-01";"441";"115"
"138";"2021-05-01";"434";"60"
"138";"2021-06-01";"434";"60"
"138";"2021-07-01";"144.6";"60"
"139";"2021-05-01";"637";"110"
"139";"2021-06-01";"637";"110"
"140";"2021-09-01";"668";"115"
"140";"2021-10-01";"668";"115"
"140";"2021-11-01";"668";"115"
"140";"2021-12-01";"668";"115"
"140";"2022-01-01";"668";"115"
"140";"2022-02-01";"668";"115"
"140";"2022-03-01";"668";"115"
"140";"2022-04-01";"668";"115"
"140";"2022-05-01";"668";"115"
"140";"2022-06-01";"668";"115"
"141";"2021-08-01";"600";"110"
"141";"2021-09-01";"600";"110"
"141";"2021-10-01";"600";"110"
"141";"2021-11-01";"600";"110"
"141";"2021-12-01";"600";"110"
"141";"2022-01-01";"600";"110"
"141";"2022-02-01";"600";"110"
"141";"2022-03-01";"600";"110"
"141";"2022-04-01";"600";"110"
"141";"2022-05-01";"600";"110"
"141";"2022-06-01";"600";"110"
"141";"2022-07-01";"600";"110"
"142";"2021-09-01";"292.25";"110"
"142";"2021-10-01";"584.5";"110"
"142";"2021-11-01";"584.5";"110"
"142";"2021-12-01";"584.5";"110"
"142";"2022-01-01";"584.5";"110"
"142";"2022-02-01";"584.5";"110"
"142";"2022-03-01";"584.5";"110"
"142";"2022-04-01";"584.5";"110"
"142";"2022-05-01";"584.5";"110"
"142";"2022-06-01";"584.5";"110"
"143";"2021-08-01";"581";"110"
"143";"2021-09-01";"16.7";"110"
"144";"2021-09-01";"476";"110"
"144";"2021-10-01";"476";"110"
"144";"2021-11-01";"476";"110"
"144";"2021-12-01";"476";"110"
"144";"2022-01-01";"476";"110"
"144";"2022-02-01";"476";"110"
"144";"2022-03-01";"476";"110"
"144";"2022-04-01";"476";"110"
"144";"2022-05-01";"476";"110"
"144";"2022-06-01";"476";"110"
"144";"2022-07-01";"476";"110"
"145";"2021-09-01";"356";"60"
"145";"2021-10-01";"356";"60"
"145";"2021-11-01";"356";"60"
"145";"2021-12-01";"356";"60"
"145";"2022-01-01";"356";"60"
"145";"2022-02-01";"356";"60"
"145";"2022-03-01";"356";"60"
"145";"2022-04-01";"356";"60"
"145";"2022-05-01";"356";"60"
"145";"2022-06-01";"356";"60"
"146";"2021-06-01";"230.5";"110"
"146";"2021-07-01";"532";"110"
"146";"2021-08-01";"53.2";"110"
"147";"2021-07-01";"600";"65"
"147";"2021-08-01";"600";"65"
"147";"2021-09-01";"600";"65"
"147";"2021-10-01";"600";"65"
"147";"2021-11-01";"600";"65"
"147";"2021-12-01";"600";"65"
"147";"2022-01-01";"600";"65"
"147";"2022-02-01";"600";"65"
"147";"2022-03-01";"600";"65"
"147";"2022-04-01";"600";"65"
"147";"2022-05-01";"600";"65"
"148";"2021-06-01";"53.2";"110"
"148";"2021-07-01";"478.8";"110"
"149";"2021-09-01";"340";"60"
"149";"2021-10-01";"340";"60"
"149";"2021-11-01";"340";"60"
"149";"2021-12-01";"340";"60"
"149";"2022-01-01";"340";"60"
"149";"2022-02-01";"340";"60"
"149";"2022-03-01";"340";"60"
"149";"2022-04-01";"340";"60"
"149";"2022-05-01";"340";"60"
"149";"2022-06-01";"340";"60"
"150";"2021-09-01";"340";"60"
"150";"2021-10-01";"340";"60"
"150";"2021-11-01";"340";"60"
"150";"2021-12-01";"340";"60"
"150";"2022-01-01";"340";"60"
"150";"2022-02-01";"340";"60"
"150";"2022-03-01";"340";"60"
"150";"2022-04-01";"340";"60"
"150";"2022-05-01";"340";"60"
"150";"2022-06-01";"340";"60"
"151";"2021-08-01";"106";"120"
"151";"2021-09-01";"636";"120"
"151";"2021-10-01";"636";"120"
"151";"2021-11-01";"636";"120"
"151";"2021-12-01";"466.4";"120"
"152";"2021-09-01";"496";"65"
"152";"2021-10-01";"496";"65"
"152";"2021-11-01";"496";"65"
"152";"2021-12-01";"496";"65"
"152";"2022-01-01";"496";"65"
"153";"2021-09-01";"600";"120"
"153";"2021-10-01";"600";"120"
"153";"2021-11-01";"600";"120"
"153";"2021-12-01";"600";"120"
"153";"2022-01-01";"600";"120"
"153";"2022-02-01";"600";"120"
"153";"2022-03-01";"600";"120"
"153";"2022-04-01";"600";"120"
"153";"2022-05-01";"600";"120"
"153";"2022-06-01";"600";"120"
"153";"2022-07-01";"600";"120"
"154";"2021-09-01";"616";"120"
"154";"2021-10-01";"616";"120"
"154";"2021-11-01";"616";"120"
"154";"2021-12-01";"616";"120"
"154";"2022-01-01";"616";"120"
"154";"2022-02-01";"616";"120"
